EmpID,Age,AgeGroup,ATTRITION_STATUS,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome_SLABWISE,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked_SLABWISE,NumCompaniesWorked,Over18,OverTime,SALARY HIKE SLAB,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears-SLABWISE,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany_SLABWISE,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion_LST PROMOTION,YearsSinceLastPromotion,YearsWithCurrManager
RM114,24,18-25,0,No,Travel_Rarely,1127,Research & Development,16-20 KM,18,1,Life Sciences,1,150,GOOD,Male,52,3,1,Laboratory Technician,GOOD,Married,2774,Upto 5k,13257,PHRESHER,0,Y,No,10-15%,12,AVERAGE,GOOD,80,LEARNER,6-10 YR,6,2,VERY GOOD,0-5YR,5,3,0-3 YR,1,2
RM381,24,18-25,0,No,Travel_Rarely,1371,Sales,6-10 KM,10,4,Marketing,1,507,EXCELLENT,Female,77,3,2,Sales Executive,GOOD,Divorced,4260,Upto 5k,5915,1 TO 4,1,Y,Yes,10-15%,12,AVERAGE,EXPERT,80,LEARNER,0-5 YEARS,5,2,EXCELENT,0-5YR,5,2,0-3 YR,0,3
RM415,24,18-25,1,Yes,Travel_Rarely,1448,Sales,0-5 KM,1,1,Technical Degree,1,554,POOR,Female,62,3,1,Sales Representative,POOR,Single,3202,Upto 5k,21972,1 TO 4,1,Y,Yes,16-20%,16,AVERAGE,POOR,80,BEGINNER,6-10 YR,6,4,VERY GOOD,0-5YR,5,3,0-3 YR,1,4
RM471,24,18-25,0,No,Travel_Frequently,535,Sales,20 -30 KM,24,3,Medical,1,632,EXCELLENT,Male,38,3,1,Sales Representative,FULLY SATISFIED,Married,2400,Upto 5k,5530,PHRESHER,0,Y,No,10-15%,13,AVERAGE,GOOD,80,EXPERT,0-5 YEARS,3,3,VERY GOOD,0-5YR,2,2,0-3 YR,2,1
RM475,24,18-25,0,No,Travel_Rarely,691,Research & Development,20 -30 KM,23,3,Medical,1,639,GOOD,Male,89,4,1,Research Scientist,FULLY SATISFIED,Married,2725,Upto 5k,21630,1 TO 4,1,Y,Yes,10-15%,11,AVERAGE,POOR,80,EXPERT,6-10 YR,6,3,VERY GOOD,6-10 YR,6,5,0-3 YR,1,4
RM477,24,18-25,0,No,Travel_Rarely,823,Research & Development,16-20 KM,17,2,Other,1,643,EXCELLENT,Male,94,2,1,Laboratory Technician,POOR,Married,2127,Upto 5k,9100,1 TO 4,1,Y,No,21-25 %,21,ABOVE AVERAGE,EXPERT,80,LEARNER,0-5 YEARS,1,2,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM480,24,18-25,1,Yes,Travel_Frequently,1287,Research & Development,6-10 KM,7,3,Life Sciences,1,647,POOR,Female,55,3,1,Laboratory Technician,GOOD,Married,2886,Upto 5k,14168,1 TO 4,1,Y,Yes,16-20%,16,AVERAGE,EXPERT,80,LEARNER,6-10 YR,6,4,VERY GOOD,6-10 YR,6,3,0-3 YR,1,2
RM526,24,18-25,1,Yes,Travel_Rarely,693,Sales,0-5 KM,3,2,Life Sciences,1,720,POOR,Female,65,3,2,Sales Executive,GOOD,Single,4577,Upto 5k,24785,5 TO 9,9,Y,No,10-15%,14,AVERAGE,BAD,80,BEGINNER,0-5 YEARS,4,3,VERY GOOD,0-5YR,2,2,0-3 YR,2,0
RM587,24,18-25,0,No,Non-Travel,1092,Research & Development,6-10 KM,9,3,Life Sciences,1,812,VERY GOOD,Male,60,2,1,Laboratory Technician,POOR,Divorced,2694,Upto 5k,26551,1 TO 4,1,Y,No,10-15%,11,AVERAGE,GOOD,80,EXPERIENCED,0-5 YEARS,1,4,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM641,24,18-25,0,No,Non-Travel,1269,Research & Development,0-5 KM,4,1,Life Sciences,1,888,POOR,Male,46,2,1,Laboratory Technician,FULLY SATISFIED,Married,3162,Upto 5k,10778,PHRESHER,0,Y,No,16-20%,17,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,6,2,GOOD ,0-5YR,5,2,0-3 YR,3,4
RM725,24,18-25,0,No,Travel_Rarely,1206,Research & Development,16-20 KM,17,1,Medical,1,1009,EXCELLENT,Female,41,2,2,Manufacturing Director,GOOD,Divorced,4377,Upto 5k,24117,1 TO 4,1,Y,No,10-15%,15,AVERAGE,POOR,80,EXPERT,0-5 YEARS,5,6,VERY GOOD,0-5YR,4,2,0-3 YR,3,2
RM842,24,18-25,0,No,Travel_Rarely,477,Research & Development,20 -30 KM,24,3,Medical,1,1173,EXCELLENT,Male,49,3,1,Laboratory Technician,POOR,Single,3597,Upto 5k,6409,5 TO 9,8,Y,No,21-25 %,22,ABOVE AVERAGE,EXPERT,80,BEGINNER,6-10 YR,6,2,VERY GOOD,0-5YR,4,3,0-3 YR,1,2
RM872,24,18-25,1,Yes,Travel_Rarely,984,Research & Development,16-20 KM,17,2,Life Sciences,1,1219,EXCELLENT,Female,97,3,1,Laboratory Technician,POOR,Married,2210,Upto 5k,3372,1 TO 4,1,Y,No,10-15%,13,AVERAGE,BAD,80,LEARNER,0-5 YEARS,1,3,POOR,0-5YR,1,0,0-3 YR,0,0
RM1026,24,18-25,0,No,Travel_Rarely,1476,Sales,0-5 KM,4,1,Medical,1,1445,EXCELLENT,Female,42,3,2,Sales Executive,GOOD,Married,4162,Upto 5k,15211,1 TO 4,1,Y,Yes,10-15%,12,AVERAGE,GOOD,80,EXPERT,0-5 YEARS,5,3,VERY GOOD,0-5YR,5,4,0-3 YR,0,3
RM1061,24,18-25,1,Yes,Travel_Frequently,381,Research & Development,6-10 KM,9,3,Medical,1,1494,GOOD,Male,89,3,1,Laboratory Technician,NOT SATISFIED,Single,3172,Upto 5k,16998,1 TO 4,2,Y,Yes,10-15%,11,AVERAGE,GOOD,80,BEGINNER,0-5 YEARS,4,2,GOOD ,0-5YR,0,0,0-3 YR,0,0
RM1062,24,18-25,0,No,Non-Travel,830,Sales,11-15 KM,13,2,Life Sciences,1,1495,EXCELLENT,Female,78,3,1,Sales Representative,POOR,Married,2033,Upto 5k,7103,1 TO 4,1,Y,No,10-15%,13,AVERAGE,GOOD,80,LEARNER,0-5 YEARS,1,2,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM1098,24,18-25,0,No,Travel_Rarely,350,Research & Development,20 -30 KM,21,2,Technical Degree,1,1551,VERY GOOD,Male,57,2,1,Laboratory Technician,NOT SATISFIED,Divorced,2296,Upto 5k,10036,PHRESHER,0,Y,No,10-15%,14,AVERAGE,POOR,80,EXPERIENCED,0-5 YEARS,2,3,VERY GOOD,0-5YR,1,1,0-3 YR,0,0
RM1169,24,18-25,0,No,Travel_Frequently,567,Research & Development,0-5 KM,2,1,Technical Degree,1,1646,POOR,Female,32,3,1,Research Scientist,FULLY SATISFIED,Single,3760,Upto 5k,17218,1 TO 4,1,Y,Yes,10-15%,13,AVERAGE,GOOD,80,BEGINNER,6-10 YR,6,2,VERY GOOD,6-10 YR,6,3,0-3 YR,1,3
RM1218,24,18-25,0,No,Travel_Rarely,581,Research & Development,6-10 KM,9,3,Medical,1,1707,VERY GOOD,Male,62,4,1,Research Scientist,GOOD,Married,4401,Upto 5k,17616,1 TO 4,1,Y,No,16-20%,16,AVERAGE,EXPERT,80,LEARNER,0-5 YEARS,5,1,VERY GOOD,0-5YR,5,3,0-3 YR,0,4
RM1223,24,18-25,1,Yes,Travel_Rarely,240,Human Resources,20 -30 KM,22,1,Human Resources,1,1714,EXCELLENT,Male,58,1,1,Human Resources,GOOD,Married,1555,Upto 5k,11585,1 TO 4,1,Y,No,10-15%,11,AVERAGE,GOOD,80,LEARNER,0-5 YEARS,1,2,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM1231,24,18-25,0,No,Travel_Rarely,506,Research & Development,20 -30 KM,29,1,Medical,1,1725,GOOD,Male,91,3,1,Laboratory Technician,NOT SATISFIED,Divorced,3907,Upto 5k,3622,1 TO 4,1,Y,No,10-15%,13,AVERAGE,POOR,80,EXPERIENCED,6-10 YR,6,2,EXCELENT,6-10 YR,6,2,0-3 YR,1,2
RM1246,24,18-25,0,No,Travel_Frequently,897,Human Resources,6-10 KM,10,3,Medical,1,1746,POOR,Male,59,3,1,Human Resources,FULLY SATISFIED,Married,2145,Upto 5k,2097,PHRESHER,0,Y,No,10-15%,14,AVERAGE,EXPERT,80,LEARNER,0-5 YEARS,3,2,VERY GOOD,0-5YR,2,2,0-3 YR,2,1
RM1408,24,18-25,0,No,Travel_Rarely,771,Research & Development,0-5 KM,1,2,Life Sciences,1,1981,GOOD,Male,45,2,2,Healthcare Representative,GOOD,Single,4617,Upto 5k,14120,1 TO 4,1,Y,No,10-15%,12,AVERAGE,POOR,80,BEGINNER,0-5 YEARS,4,2,GOOD ,0-5YR,4,3,0-3 YR,1,2
RM108,25,18-25,1,Yes,Travel_Rarely,240,Sales,0-5 KM,5,3,Marketing,1,142,VERY GOOD,Male,46,2,2,Sales Executive,GOOD,Single,5744,5k-10k,26959,1 TO 4,1,Y,Yes,10-15%,11,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,6,1,VERY GOOD,6-10 YR,6,4,0-3 YR,0,3
RM109,25,18-25,0,No,Travel_Rarely,1280,Research & Development,6-10 KM,7,1,Medical,1,143,EXCELLENT,Male,64,2,1,Research Scientist,FULLY SATISFIED,Married,2889,Upto 5k,26897,1 TO 4,1,Y,No,10-15%,11,AVERAGE,GOOD,80,EXPERT,0-5 YEARS,2,2,VERY GOOD,0-5YR,2,2,0-3 YR,2,1
RM268,25,18-25,0,No,Non-Travel,675,Research & Development,0-5 KM,5,2,Life Sciences,1,369,GOOD,Male,85,4,2,Healthcare Representative,NOT SATISFIED,Divorced,4000,Upto 5k,18384,1 TO 4,1,Y,No,10-15%,12,AVERAGE,EXPERT,80,EXPERT,6-10 YR,6,2,VERY GOOD,6-10 YR,6,3,0-3 YR,1,5
RM398,25,18-25,0,No,Travel_Rarely,891,Sales,0-5 KM,4,2,Life Sciences,1,527,GOOD,Female,99,2,2,Sales Executive,FULLY SATISFIED,Single,4487,Upto 5k,12090,1 TO 4,1,Y,Yes,10-15%,11,AVERAGE,POOR,80,BEGINNER,0-5 YEARS,5,3,VERY GOOD,0-5YR,5,4,0-3 YR,1,3
RM479,25,18-25,0,No,Travel_Rarely,622,Sales,11-15 KM,13,1,Medical,1,645,GOOD,Male,40,3,1,Sales Representative,GOOD,Married,2096,Upto 5k,26376,1 TO 4,1,Y,No,10-15%,11,AVERAGE,GOOD,80,BEGINNER,6-10 YR,7,1,VERY GOOD,6-10 YR,7,4,0-3 YR,0,6
RM518,25,18-25,0,No,Travel_Rarely,810,Sales,6-10 KM,8,3,Life Sciences,1,707,EXCELLENT,Male,57,4,2,Sales Executive,POOR,Married,4851,Upto 5k,15678,PHRESHER,0,Y,No,21-25 %,22,ABOVE AVERAGE,GOOD,80,LEARNER,0-5 YEARS,4,4,VERY GOOD,0-5YR,3,2,0-3 YR,1,2
RM564,25,18-25,0,No,Travel_Rarely,883,Sales,20 -30 KM,26,1,Medical,1,781,VERY GOOD,Female,32,3,2,Sales Executive,FULLY SATISFIED,Single,6180,5k-10k,22807,1 TO 4,1,Y,No,21-25 %,23,ABOVE AVERAGE,POOR,80,BEGINNER,6-10 YR,6,5,GOOD ,6-10 YR,6,5,0-3 YR,1,4
RM619,25,18-25,0,No,Travel_Rarely,180,Research & Development,0-5 KM,2,1,Medical,1,854,POOR,Male,65,4,1,Research Scientist,NOT SATISFIED,Single,3424,Upto 5k,21632,5 TO 9,7,Y,No,10-15%,13,AVERAGE,GOOD,80,BEGINNER,6-10 YR,6,3,GOOD ,0-5YR,4,3,0-3 YR,0,1
RM635,25,18-25,0,No,Travel_Rarely,141,Sales,0-5 KM,3,1,Other,1,879,VERY GOOD,Male,98,3,2,Sales Executive,NOT SATISFIED,Married,4194,Upto 5k,14363,1 TO 4,1,Y,Yes,16-20%,18,AVERAGE,EXPERT,80,BEGINNER,0-5 YEARS,5,3,VERY GOOD,0-5YR,5,3,0-3 YR,0,3
RM639,25,18-25,0,No,Travel_Rarely,583,Sales,0-5 KM,4,1,Marketing,1,885,VERY GOOD,Male,87,2,2,Sales Executive,NOT SATISFIED,Married,4256,Upto 5k,18154,1 TO 4,1,Y,No,10-15%,12,AVERAGE,BAD,80,BEGINNER,0-5 YEARS,5,1,EXCELENT,0-5YR,5,2,0-3 YR,0,3
RM684,25,18-25,1,Yes,Travel_Rarely,867,Sales,16-20 KM,19,2,Marketing,1,952,VERY GOOD,Male,36,2,1,Sales Representative,POOR,Married,2413,Upto 5k,18798,1 TO 4,1,Y,Yes,16-20%,18,AVERAGE,GOOD,80,EXPERIENCED,0-5 YEARS,1,2,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM797,25,18-25,1,Yes,Travel_Rarely,1219,Research & Development,0-5 KM,4,1,Technical Degree,1,1106,EXCELLENT,Male,32,3,1,Laboratory Technician,FULLY SATISFIED,Married,3691,Upto 5k,4605,1 TO 4,1,Y,Yes,10-15%,15,AVERAGE,POOR,80,LEARNER,6-10 YR,7,3,EXCELENT,6-10 YR,7,7,4-10 YR,5,6
RM886,25,18-25,0,No,Travel_Rarely,1356,Sales,6-10 KM,10,4,Life Sciences,1,1240,VERY GOOD,Male,57,3,2,Sales Executive,FULLY SATISFIED,Single,4950,Upto 5k,20623,PHRESHER,0,Y,No,10-15%,14,AVERAGE,POOR,80,BEGINNER,0-5 YEARS,5,4,VERY GOOD,0-5YR,4,3,0-3 YR,1,1
RM912,25,18-25,1,Yes,Travel_Frequently,599,Sales,20 -30 KM,24,1,Life Sciences,1,1273,VERY GOOD,Male,73,1,1,Sales Representative,FULLY SATISFIED,Single,1118,Upto 5k,8040,1 TO 4,1,Y,Yes,10-15%,14,AVERAGE,EXPERT,80,BEGINNER,0-5 YEARS,1,4,VERY GOOD,0-5YR,1,0,0-3 YR,1,0
RM935,25,18-25,0,No,Travel_Rarely,266,Research & Development,0-5 KM,1,3,Medical,1,1303,EXCELLENT,Female,40,3,1,Research Scientist,POOR,Single,2096,Upto 5k,18830,1 TO 4,1,Y,No,16-20%,18,AVERAGE,EXPERT,80,BEGINNER,0-5 YEARS,2,3,GOOD ,0-5YR,2,2,0-3 YR,2,1
RM966,25,18-25,0,No,Travel_Rarely,882,Research & Development,16-20 KM,19,1,Medical,1,1358,EXCELLENT,Male,67,3,1,Laboratory Technician,FULLY SATISFIED,Married,3669,Upto 5k,9075,1 TO 4,3,Y,No,10-15%,11,AVERAGE,GOOD,80,EXPERIENCED,6-10 YR,7,6,GOOD ,0-5YR,3,2,0-3 YR,1,2
RM994,25,18-25,0,No,Travel_Rarely,1372,Sales,16-20 KM,18,1,Life Sciences,1,1399,POOR,Male,93,4,2,Sales Executive,GOOD,Married,6232,5k-10k,12477,1 TO 4,2,Y,No,10-15%,11,AVERAGE,POOR,80,BEGINNER,6-10 YR,6,3,GOOD ,0-5YR,3,2,0-3 YR,1,2
RM1004,25,18-25,0,No,Travel_Rarely,949,Research & Development,0-5 KM,1,3,Technical Degree,1,1415,POOR,Male,81,3,1,Laboratory Technician,FULLY SATISFIED,Married,3229,Upto 5k,4910,1 TO 4,4,Y,No,10-15%,11,AVERAGE,POOR,80,LEARNER,6-10 YR,7,2,GOOD ,0-5YR,3,2,0-3 YR,0,2
RM1022,25,18-25,1,Yes,Travel_Rarely,383,Sales,6-10 KM,9,2,Life Sciences,1,1439,POOR,Male,68,2,1,Sales Representative,NOT SATISFIED,Married,4400,Upto 5k,15182,1 TO 4,3,Y,No,10-15%,12,AVERAGE,BAD,80,BEGINNER,6-10 YR,6,2,VERY GOOD,0-5YR,3,2,0-3 YR,2,2
RM1175,25,18-25,0,No,Travel_Frequently,772,Research & Development,0-5 KM,2,1,Life Sciences,1,1653,EXCELLENT,Male,77,4,2,Manufacturing Director,GOOD,Divorced,5206,5k-10k,4973,1 TO 4,1,Y,No,16-20%,17,AVERAGE,GOOD,80,EXPERT,6-10 YR,7,6,VERY GOOD,6-10 YR,7,7,0-3 YR,0,7
RM1412,25,18-25,0,No,Travel_Rarely,309,Human Resources,0-5 KM,2,3,Human Resources,1,1987,VERY GOOD,Female,82,3,1,Human Resources,POOR,Married,2187,Upto 5k,19655,1 TO 4,4,Y,No,10-15%,14,AVERAGE,GOOD,80,BEGINNER,6-10 YR,6,3,VERY GOOD,0-5YR,2,0,0-3 YR,1,2
RM1414,25,18-25,0,No,Travel_Rarely,977,Research & Development,0-5 KM,2,1,Other,1,1992,EXCELLENT,Male,57,3,1,Laboratory Technician,GOOD,Divorced,3977,Upto 5k,7298,5 TO 9,6,Y,Yes,16-20%,19,AVERAGE,GOOD,80,LEARNER,6-10 YR,7,2,GOOD ,0-5YR,2,2,0-3 YR,0,2
RM1434,25,18-25,0,No,Travel_Rarely,1382,Sales,6-10 KM,8,2,Other,1,2018,POOR,Female,85,3,2,Sales Executive,GOOD,Divorced,4907,Upto 5k,13684,PHRESHER,0,Y,Yes,21-25 %,22,ABOVE AVERAGE,POOR,80,LEARNER,6-10 YR,6,3,GOOD ,0-5YR,5,3,0-3 YR,0,4
RM043,26,26-35,1,Yes,Travel_Rarely,1357,Research & Development,20 -30 KM,25,3,Life Sciences,1,55,POOR,Male,48,1,1,Laboratory Technician,GOOD,Single,2293,Upto 5k,10558,1 TO 4,1,Y,No,10-15%,12,AVERAGE,GOOD,80,BEGINNER,0-5 YEARS,1,2,GOOD ,0-5YR,1,0,0-3 YR,0,1
RM055,26,26-35,0,No,Travel_Rarely,1443,Sales,20 -30 KM,23,3,Marketing,1,72,VERY GOOD,Female,47,2,2,Sales Executive,FULLY SATISFIED,Married,4157,Upto 5k,21436,5 TO 9,7,Y,Yes,16-20%,19,AVERAGE,GOOD,80,LEARNER,0-5 YEARS,5,2,GOOD ,0-5YR,2,2,0-3 YR,0,0
RM126,26,26-35,0,No,Travel_Rarely,841,Research & Development,6-10 KM,6,3,Other,1,164,VERY GOOD,Female,46,2,1,Research Scientist,POOR,Married,2368,Upto 5k,23300,1 TO 4,1,Y,No,16-20%,19,AVERAGE,GOOD,80,BEGINNER,0-5 YEARS,5,3,GOOD ,0-5YR,5,4,4-10 YR,4,3
RM135,26,26-35,0,No,Travel_Rarely,1355,Human Resources,20 -30 KM,25,1,Life Sciences,1,177,VERY GOOD,Female,61,3,1,Human Resources,GOOD,Married,2942,Upto 5k,8916,1 TO 4,1,Y,No,21-25 %,23,ABOVE AVERAGE,EXPERT,80,LEARNER,6-10 YR,8,3,VERY GOOD,6-10 YR,8,7,4-10 YR,5,7
RM279,26,26-35,0,No,Travel_Frequently,1479,Research & Development,0-5 KM,1,3,Life Sciences,1,384,VERY GOOD,Female,84,3,2,Manufacturing Director,POOR,Divorced,6397,5k-10k,26767,1 TO 4,1,Y,No,16-20%,20,ABOVE AVERAGE,BAD,80,LEARNER,6-10 YR,6,6,POOR,6-10 YR,6,5,0-3 YR,1,4
RM285,26,26-35,0,No,Travel_Frequently,496,Research & Development,11-15 KM,11,2,Medical,1,390,POOR,Male,60,3,2,Healthcare Representative,NOT SATISFIED,Married,4741,Upto 5k,22722,1 TO 4,1,Y,Yes,10-15%,13,AVERAGE,GOOD,80,LEARNER,0-5 YEARS,5,3,VERY GOOD,0-5YR,5,3,0-3 YR,3,3
RM289,26,26-35,1,Yes,Travel_Rarely,1449,Research & Development,16-20 KM,16,4,Medical,1,394,POOR,Male,45,3,1,Laboratory Technician,POOR,Divorced,2373,Upto 5k,14180,1 TO 4,2,Y,Yes,10-15%,13,AVERAGE,EXPERT,80,LEARNER,0-5 YEARS,5,2,VERY GOOD,0-5YR,3,2,0-3 YR,0,2
RM294,26,26-35,1,Yes,Travel_Rarely,950,Sales,0-5 KM,4,4,Marketing,1,401,EXCELLENT,Male,48,2,2,Sales Executive,FULLY SATISFIED,Single,5828,5k-10k,8450,1 TO 4,1,Y,Yes,10-15%,12,AVERAGE,POOR,80,BEGINNER,6-10 YR,8,0,VERY GOOD,6-10 YR,8,7,4-10 YR,7,4
RM356,26,26-35,0,No,Travel_Rarely,933,Sales,0-5 KM,1,3,Life Sciences,1,476,VERY GOOD,Male,57,3,2,Sales Executive,GOOD,Married,5296,5k-10k,20156,1 TO 4,1,Y,No,16-20%,17,AVERAGE,POOR,80,LEARNER,6-10 YR,8,3,VERY GOOD,6-10 YR,8,7,4-10 YR,7,7
RM383,26,26-35,1,Yes,Travel_Frequently,575,Research & Development,0-5 KM,3,1,Technical Degree,1,510,VERY GOOD,Male,73,3,1,Research Scientist,NOT SATISFIED,Single,3102,Upto 5k,6582,PHRESHER,0,Y,No,21-25 %,22,ABOVE AVERAGE,GOOD,80,BEGINNER,6-10 YR,7,2,VERY GOOD,6-10 YR,6,4,0-3 YR,0,4
RM419,26,26-35,0,No,Travel_Rarely,1349,Research & Development,20 -30 KM,23,3,Life Sciences,1,560,POOR,Female,90,3,1,Research Scientist,FULLY SATISFIED,Divorced,2886,Upto 5k,3032,1 TO 4,1,Y,No,21-25 %,22,ABOVE AVERAGE,POOR,80,EXPERT,0-5 YEARS,3,3,POOR,0-5YR,3,2,0-3 YR,0,2
RM454,26,26-35,1,Yes,Travel_Frequently,426,Human Resources,16-20 KM,17,4,Life Sciences,1,608,GOOD,Female,58,3,1,Human Resources,GOOD,Divorced,2741,Upto 5k,22808,PHRESHER,0,Y,Yes,10-15%,11,AVERAGE,POOR,80,LEARNER,6-10 YR,8,2,GOOD ,6-10 YR,7,7,0-3 YR,1,0
RM461,26,26-35,0,No,Travel_Rarely,775,Sales,20 -30 KM,29,2,Medical,1,618,POOR,Male,45,3,2,Sales Executive,GOOD,Divorced,4306,Upto 5k,4267,5 TO 9,5,Y,No,10-15%,12,AVERAGE,BAD,80,EXPERT,6-10 YR,8,5,VERY GOOD,0-5YR,0,0,0-3 YR,0,0
RM464,26,26-35,1,Yes,Travel_Rarely,471,Research & Development,20 -30 KM,24,3,Technical Degree,1,622,VERY GOOD,Male,66,1,1,Laboratory Technician,FULLY SATISFIED,Single,2340,Upto 5k,23213,1 TO 4,1,Y,Yes,16-20%,18,AVERAGE,POOR,80,BEGINNER,0-5 YEARS,1,3,POOR,0-5YR,1,0,0-3 YR,0,0
RM476,26,26-35,0,No,Travel_Rarely,703,Sales,20 -30 KM,28,2,Marketing,1,641,POOR,Male,66,3,2,Sales Executive,POOR,Married,6272,5k-10k,7428,1 TO 4,1,Y,No,16-20%,20,ABOVE AVERAGE,EXPERT,80,EXPERT,6-10 YR,6,5,EXCELENT,0-5YR,5,3,0-3 YR,1,4
RM506,26,26-35,0,No,Travel_Rarely,991,Research & Development,6-10 KM,6,3,Life Sciences,1,686,VERY GOOD,Female,71,3,1,Laboratory Technician,FULLY SATISFIED,Married,2659,Upto 5k,17759,1 TO 4,1,Y,Yes,10-15%,13,AVERAGE,GOOD,80,LEARNER,0-5 YEARS,3,2,VERY GOOD,0-5YR,3,2,0-3 YR,0,2
RM572,26,26-35,0,No,Travel_Frequently,575,Research & Development,0-5 KM,1,2,Life Sciences,1,792,POOR,Female,71,1,1,Laboratory Technician,FULLY SATISFIED,Divorced,4364,Upto 5k,5288,1 TO 4,3,Y,No,10-15%,14,AVERAGE,BAD,80,LEARNER,0-5 YEARS,5,2,VERY GOOD,0-5YR,2,2,0-3 YR,2,0
RM574,26,26-35,1,Yes,Travel_Rarely,1146,Sales,6-10 KM,8,3,Technical Degree,1,796,EXCELLENT,Male,38,2,2,Sales Executive,NOT SATISFIED,Single,5326,5k-10k,3064,5 TO 9,6,Y,No,16-20%,17,AVERAGE,GOOD,80,BEGINNER,6-10 YR,6,2,GOOD ,0-5YR,4,3,0-3 YR,1,2
RM615,26,26-35,1,Yes,Travel_Frequently,887,Research & Development,0-5 KM,5,2,Medical,1,848,VERY GOOD,Female,88,2,1,Research Scientist,GOOD,Married,2366,Upto 5k,20898,1 TO 4,1,Y,Yes,10-15%,14,AVERAGE,BAD,80,LEARNER,6-10 YR,8,2,VERY GOOD,6-10 YR,8,7,0-3 YR,1,7
RM686,26,26-35,0,No,Travel_Frequently,1283,Sales,0-5 KM,1,3,Medical,1,956,VERY GOOD,Male,52,2,2,Sales Executive,NOT SATISFIED,Single,4294,Upto 5k,11148,1 TO 4,1,Y,No,10-15%,12,AVERAGE,POOR,80,BEGINNER,6-10 YR,7,2,VERY GOOD,6-10 YR,7,7,0-3 YR,0,7
RM734,26,26-35,0,No,Travel_Rarely,1066,Research & Development,0-5 KM,2,2,Medical,1,1018,EXCELLENT,Male,32,4,2,Manufacturing Director,FULLY SATISFIED,Married,5472,5k-10k,3334,1 TO 4,1,Y,No,10-15%,12,AVERAGE,POOR,80,BEGINNER,6-10 YR,8,2,VERY GOOD,6-10 YR,8,7,0-3 YR,1,3
RM749,26,26-35,1,Yes,Non-Travel,265,Sales,20 -30 KM,29,2,Medical,1,1037,GOOD,Male,79,1,2,Sales Executive,NOT SATISFIED,Single,4969,Upto 5k,21813,5 TO 9,8,Y,No,16-20%,18,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,7,6,VERY GOOD,0-5YR,2,2,0-3 YR,2,2
RM763,26,26-35,1,Yes,Travel_Frequently,342,Research & Development,0-5 KM,2,3,Life Sciences,1,1053,POOR,Male,57,3,1,Research Scientist,NOT SATISFIED,Married,2042,Upto 5k,15346,5 TO 9,6,Y,Yes,10-15%,14,AVERAGE,POOR,80,LEARNER,6-10 YR,6,2,VERY GOOD,0-5YR,3,2,0-3 YR,1,2
RM770,26,26-35,0,No,Travel_Frequently,921,Research & Development,0-5 KM,1,1,Medical,1,1068,POOR,Female,66,2,1,Research Scientist,GOOD,Divorced,2007,Upto 5k,25265,1 TO 4,1,Y,No,10-15%,13,AVERAGE,GOOD,80,EXPERT,0-5 YEARS,5,5,VERY GOOD,0-5YR,5,3,0-3 YR,1,3
RM782,26,26-35,0,No,Travel_Rarely,192,Research & Development,0-5 KM,1,2,Medical,1,1083,POOR,Male,59,2,1,Laboratory Technician,NOT SATISFIED,Married,3955,Upto 5k,11141,1 TO 4,1,Y,No,16-20%,16,AVERAGE,BAD,80,EXPERT,6-10 YR,6,2,VERY GOOD,0-5YR,5,3,0-3 YR,1,3
RM798,26,26-35,1,Yes,Travel_Rarely,1330,Research & Development,20 -30 KM,21,3,Medical,1,1107,POOR,Male,37,3,1,Laboratory Technician,GOOD,Divorced,2377,Upto 5k,19373,1 TO 4,1,Y,No,16-20%,20,ABOVE AVERAGE,GOOD,80,LEARNER,0-5 YEARS,1,0,GOOD ,0-5YR,1,1,0-3 YR,0,0
RM844,26,26-35,0,No,Travel_Rarely,1384,Research & Development,0-5 KM,3,4,Medical,1,1177,POOR,Male,82,4,1,Laboratory Technician,FULLY SATISFIED,Married,4420,Upto 5k,13421,1 TO 4,1,Y,No,21-25 %,22,ABOVE AVERAGE,POOR,80,LEARNER,6-10 YR,8,2,VERY GOOD,6-10 YR,8,7,0-3 YR,0,7
RM913,26,26-35,0,No,Travel_Rarely,583,Research & Development,0-5 KM,4,2,Life Sciences,1,1275,VERY GOOD,Male,53,3,1,Research Scientist,FULLY SATISFIED,Single,2875,Upto 5k,9973,1 TO 4,1,Y,Yes,16-20%,20,ABOVE AVERAGE,POOR,80,BEGINNER,6-10 YR,8,2,GOOD ,6-10 YR,8,5,0-3 YR,2,2
